Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs ,Rep,Temp
12/16/2017,,,,1,3,11,1,1,,,,,,2,20
12/18/2017,,,,,3,8,2,1,,1,,2,"39,45",2,20
12/20/2017,,,,,3,5,2,1,1,1,,3,"45,22,89",2,20
12/22/2017,,,,,1,5,3,2,,,,4,"124,19,15,37",2,20
12/24/2017,19,,,,,3,4,2,,1,,3,"43,14,25",2,20
12/26/2017,59,,,,,3,3,1,1,1,,,,2,20
12/28/2017,57,4,,,,3,2,1,2,,,2,"29,34",2,20
12/30/2017,43,27,,,,3,2,,1,,,1,29,2,20
1/1/2018,73,23,9,,,2,2,,1,,,,,2,20
1/3/2018,67,12,23,,,,4,,,,,,,2,20
1/5/2018,50,12,22,,,,3,,1,,,,,2,20
1/7/2018,16,13,29,,,,3,,1,,,,,2,20
1/9/2018,6,12,22,7,,,3,,,,,,,2,20
1/11/2018,1,10,19,6,3,,3,,,,,,,2,20
1/13/2018,,5,16,9,5,,1,,2,,,,,2,20
1/15/2018,,4,12,9,7,,1,,,,,,,2,20
1/17/2018,,,13,5,7,4,1,,,,,,,2,20
1/19/2018,,,8,10,4,7,,,1,,,,,2,20
1/21/2018,,,5,8,6,8,,,,,,,,2,20
1/23/2018,,,4,6,3,11,,,,,,,,2,20
10/20/2016,,,,,,,,,,,20,,,3,20
10/22/2016,19,,,,,,,,,,20,,,3,20
10/24/2016,38,,,,,,,,,,20,,,3,20
10/26/2016,44,11,,,,,,,,,20,,,3,20
10/28/2016,52,23,3,,,,,,,,20,,,3,20
10/30/2016,41,25,18,,,,,,,,20,,,3,20
11/1/2016,38,21,29,,,,,,,,20,,,3,20
11/3/2016,58,10,33,,,,,,,,20,,,3,20
11/5/2016,38,14,24,8,,,,,,,20,,,3,20
11/7/2016,34,11,18,11,4,,,,,,20,,,3,20
11/9/2016,39,13,27,4,11,,,,,,20,,,3,20
11/11/2016,30,6,20,8,10,2,,,,,20,,,3,20
11/13/2016,27,6,17,9,12,5,,,,,20,,,3,20
11/15/2016,23,8,13,7,10,9,,,,,20,,,3,20
11/17/2016,12,13,9,9,9,12,,,,,20,,,3,20
11/19/2016,20,10,8,5,9,18,,,,,20,,,3,20
11/21/2016,21,7,13,4,7,17,,2,,,20,,,3,20
11/23/2016,22,7,13,6,6,16,2,3,,,20,,,3,20
11/25/2016,27,6,14,5,5,17,2,4,,,20,1,145,3,20
11/27/2016,17,9,11,4,7,13,4,7,,,20,,,3,20
11/29/2016,15,10,14,4,7,10,5,5,1,3,20,2,"94, 72",3,20
12/1/2016,13,10,13,5,3,11,6,5,1,1,20,4,"63, 44, 37, 88",3,20
12/3/2016,15,11,9,7,3,12,5,2,1,2,,,,3,20
12/5/2016,53,4,18,5,3,11,4,3,3,1,,,,3,20
12/7/2016,31,5,17,2,6,10,3,2,1,1,,2,"43, 256",3,20
12/9/2016,29,12,14,5,5,8,4,2,,,,,,3,20
12/11/2016,10,16,10,5,8,3,4,4,1,2,,3,"151, 244, 267",3,20
12/13/2016,42,6,11,5,4,7,3,3,1,1,,5,"78, 51, 147, 96, 125",3,20
12/15/2016,52,1,14,4,5,7,2,4,,,,2,"126,84",3,20
12/17/2016,63,5,9,7,5,7,,3,2,1,,,,3,20
12/19/2016,33,12,6,8,2,7,,2,,1,,,,3,20
12/21/2016,15,23,8,10,2,7,1,,,2,,,,3,20
12/23/2016,39,14,14,6,4,9,1,1,1,1,,3,"37,23,130",3,20
12/25/2016,20,4,17,4,6,8,1,1,,,,,,3,20
12/27/2016,,13,15,3,5,11,1,2,1,,,2,"44, 138",3,20
12/29/2016,,6,13,4,5,9,1,3,1,,,,,3,20
12/31/2016,,2,11,11,5,12,1,1,,2,,,,3,20
1/2/2017,22,,7,6,8,11,2,2,,,,,,3,20
1/4/2017,14,1,7,3,7,12,1,3,1,,,,,3,20
1/6/2017,33,10,1,5,6,11,1,3,3,,,,,3,20
1/8/2017,13,17,6,5,1,13,1,3,1,,,1,113,3,20
1/10/2017,7,9,12,2,4,10,1,4,,1,,,,3,20
1/12/2017,3,4,13,1,4,11,2,3,,1,,,,3,20
1/14/2017,,3,12,2,3,10,1,2,1,2,,,,3,20
1/16/2017,,,11,1,3,8,2,3,,1,,,,3,20
1/18/2017,,,6,1,2,3,2,5,1,,,3,"50,37,124",3,20
1/20/2017,21,,2,5,2,3,2,3,,2,,4,"145,122,139,97",3,20
1/22/2017,54,1,3,2,3,3,3,,,3,,2,"40,68",3,20
1/24/2017,46,4,1,3,5,2,3,1,,,,,,3,20
1/26/2017,15,17,1,1,5,2,2,2,1,,,1,244,3,20
1/28/2017,40,13,10,2,3,4,3,1,,,,2,"28,33",3,20
1/30/2017,116,6,16,1,1,5,1,,2,1,,3,"33,21,17",3,20
2/1/2017,72,11,19,1,1,5,1,,,,,,,3,20
2/3/2017,16,41,18,4,,4,,,1,,,,,3,20
2/5/2017,31,33,22,9,5,3,,1,,,,,,3,20
2/7/2017,22,9,26,5,11,4,,1,,,,,,3,20
2/9/2017,12,9,23,4,13,3,1,1,,,,,,3,20
2/11/2017,2,3,27,8,11,6,1,1,,,,1,139,3,20
2/13/2017,2,2,18,10,7,14,1,2,,,,,,3,20
2/15/2017,1,1,15,11,6,14,1,2,1,,,,,3,20
2/17/2017,,,7,8,11,17,1,1,,1,,,,3,20
2/19/2017,,,6,7,10,16,2,2,,,,3,"25,51,32",3,20
2/21/2017,67,,2,6,13,16,3,1,,1,,1,57,3,20
2/23/2017,37,,1,2,10,18,6,4,,,,1,55,3,20
2/25/2017,23,6,,2,8,,5,4,1,2,,,,3,20
2/27/2017,42,22,,1,4,18,4,3,3,2,,,,3,20
3/1/2017,25,10,6,,3,19,4,3,1,,,5,"88,61,70,65,43",3,20
3/3/2017,32,9,10,,2,16,4,3,2,1,,3,"86,54,61",3,20
3/5/2017,40,17,10,1,1,9,5,5,2,1,,2,"44,12",3,20
3/7/2017,23,6,18,4,,7,8,5,,1,,6,"27,24,26,39,59,81",3,20
3/9/2017,16,5,16,7,,6,8,5,,,,6,"33,26,29,67,70,25",3,20
3/11/2017,48,6,19,5,2,4,9,5,,2,,2,"29,33",3,20
3/13/2017,92,4,17,4,6,3,3,3,6,2,,1,32,3,20
3/15/2017,61,8,14,7,6,3,1,3,2,,,,,3,20
3/17/2017,44,25,15,4,8,4,1,3,2,,,,,3,20
3/19/2017,31,21,20,3,10,6,1,1,,2,,,,3,20
3/21/2017,14,10,31,5,6,8,1,,,1,,,,3,20
3/23/2017,3,5,27,5,6,8,,,1,,,,,3,20
3/25/2017,1,4,22,3,5,8,1,,,,,,,3,20
3/27/2017,,,15,9,5,7,2,,,,,,,3,20
3/29/2017,,,9,6,8,10,1,,,1,,,,3,20
3/31/2017,,,7,3,12,6,2,3,,,,,,3,20
4/2/2017,,,5,2,11,7,3,3,,,,1,64,3,20
4/4/2017,,,2,4,8,8,2,2,2,1,,1,83,3,20
4/6/2017,,,3,1,4,9,4,2,,,,1,55,3,20
4/8/2017,,,,3,2,7,3,1,1,2,,,,3,20
4/10/2017,,,,2,2,7,2,1,1,1,,1,70,3,20
4/12/2017,,,,,2,7,2,3,,,,3,"33,21,16",3,20
4/14/2017,13,,,,1,5,2,2,2,,,,,3,20
4/16/2017,56,2,,,,3,4,1,,,,1,22,3,20
4/18/2017,29,15,,,,4,4,1,,,,5,"227,35,39,74,133",3,20
4/20/2017,5,38,,,,1,3,3,2,,,3,"15,22,34",3,20
4/22/2017,,27,10,,,1,3,2,,1,,1,27,3,20
4/24/2017,,3,29,,,1,,1,3,1,,,,3,20
4/26/2017,18,1,31,,,,1,,,1,,,,3,20
4/28/2017,127,1,15,12,1,,1,,,,,,,3,20
4/30/2017,64,13,6,18,3,,1,,,,,,,3,20
5/2/2017,15,34,2,10,12,,1,,,,,,,3,20
5/4/2017,9,27,8,4,15,1,,,1,,,,,3,20
5/6/2017,3,7,20,3,10,7,,,,,,,,3,20
5/8/2017,1,4,21,4,6,8,,,,,,,,3,20
5/10/2017,,,17,1,2,10,,,,,,,,3,20
5/12/2017,,,11,5,2,10,,,,,,,,3,20
5/14/2017,,,3,11,2,8,,,,,,,,3,20
5/16/2017,,,,10,5,7,,2,,,,,,3,20
5/18/2017,,,,5,7,3,3,3,,,,1,38,3,20
5/20/2017,,,,1,8,5,2,2,1,1,,,,3,20
5/22/2017,,,,,1,11,,1,2,2,,,,3,20
5/24/2017,,,,,1,10,,1,,,,,,3,20
5/26/2017,,,,,,9,1,,,,,,,3,20
5/28/2017,12,,,,,2,6,1,,,,,,3,20
5/30/2017,9,7,,,,1,4,1,3,,,3,"88,127,159",3,20
6/1/2017,,10,,,,,2,1,3,,,1,174,3,20
6/3/2017,,2,8,,,,2,,,1,,,,3,20
6/5/2017,,,7,1,,,2,,,,,,,3,20
6/7/2017,132,1,2,4,1,,,,2,,,,,3,20
6/9/2017,102,12,1,3,3,,,,,,,,,3,20
6/11/2017,12,40,12,3,3,,,,,,,,,3,20
6/13/2017,1,25,22,1,2,3,,,,,,,,3,20
6/15/2017,,8,37,1,1,3,,,,,,,,3,20
6/17/2017,,,35,7,1,3,,,,,,,,3,20
6/19/2017,,,23,10,2,2,,1,,,,,,3,20
6/21/2017,,,10,16,6,2,,1,,,,,,3,20
6/23/2017,,,3,10,14,2,,2,,,,,,3,20
6/25/2017,,,,7,12,8,,2,,,,,,3,20
6/27/2017,,,,5,11,10,,1,,1,,,,3,20
6/29/2017,,,,1,8,13,,2,,,,,,3,20
7/1/2017,,,,1,5,16,,,,1,,,,3,20
7/3/2017,,,,1,,18,,1,,1,,,,3,20
7/5/2017,,,,,1,17,,2,,,,,,3,20
7/7/2017,,,,,1,10,3,5,,,,1,75,3,20
7/9/2017,,,,,1,,2,8,2,1,,2,"38,64",3,20
7/11/2017,,,,,,1,1,1,1,5,,1,48,3,20
7/13/2017,,,,,,1,,1,1,2,,1,38,3,20
7/15/2017,21,,,,,1,,1,,,,,,3,20
7/17/2017,59,,,,,1,,,,1,,,,3,20
7/19/2017,31,10,,,,,1,,,,,,,3,20
7/21/2017,16,13,15,,,,1,,,,,,,3,20
7/23/2017,1,7,24,,,,1,,,,,,,3,20
7/25/2017,1,6,24,,,,1,,,,,,,3,20
7/27/2017,1,3,25,2,,,1,,,,,,,3,20
7/29/2017,,2,17,9,,,,,1,,,,,3,20
7/31/2017,,,16,7,2,,,,,,,,,3,20
8/2/2017,,,8,8,7,,,,,,,,,3,20
8/4/2017,,,5,9,8,1,,,,,,,,3,20
8/6/2017,,,4,3,11,2,,,,,,,,3,20
8/8/2017,,,1,1,10,6,,,,,,,,3,20
8/10/2017,,,1,1,3,10,,,,,,,,3,20
8/12/2017,,,2,1,2,12,,1,,,,,,3,20
8/14/2017,,,1,,1,13,,1,,,,,,3,20
8/16/2017,,,,,1,9,2,2,1,,,,,3,20
8/18/2017,,,,1,,4,3,3,,1,,2,"70,35",3,20
8/20/2017,,,,1,,1,2,2,2,1,,2,"15,29",3,20
8/22/2017,,,,,,2,1,2,1,,,,,3,20
8/24/2017,,,,,,1,1,1,,2,,,,3,20
8/26/2017,63,,,,,1,1,,,1,,,,3,20
8/28/2017,55,1,,,,1,,,1,,,,,3,20
8/30/2017,38,11,4,,,1,,,,,,,,3,20
9/1/2017,36,27,2,,,,,,,,,,,3,20
9/3/2017,15,11,20,,,,,,,,,,,3,20
9/5/2017,4,14,21,1,,,,,,,,,,3,20
9/7/2017,1,9,24,1,,,,,,,,,,3,20
9/9/2017,1,9,16,9,,,,,,,,,,3,20
9/11/2017,,4,14,13,,,,,,,,,,3,20
9/13/2017,,,14,11,4,,,,,,,,,3,20
9/15/2017,,,11,6,9,1,,,,,,,,3,20
9/17/2017,,,2,7,7,12,,,,,,,,3,20
9/19/2017,,,1,4,9,10,,,,,,,,3,20
9/21/2017,,,,1,6,16,,,,,,,,3,20
9/23/2017,,,,1,4,17,1,1,,,,,,3,20
9/25/2017,,,,1,1,10,2,7,,,,2,"18,29",3,20
9/27/2017,,,,,,8,6,3,1,1,,1,55,3,20
9/29/2017,,,,,,6,1,4,2,4,,3,"22,13,27",3,20
10/1/2017,,,,,,4,2,1,,3,,,,3,20
10/3/2017,,,,,,1,2,1,,1,,,,3,20
10/5/2017,22,,,,,2,2,1,,,,,,3,20
10/7/2017,71,4,,,,,3,2,,,,,,3,20
10/9/2017,60,27,,,,,1,1,2,1,,,,3,20
10/11/2017,22,37,17,,,,,1,1,,,,,3,20
10/13/2017,1,19,33,,,,,,,1,,,,3,20
10/15/2017,,1,37,4,,,,,,,,,,3,20
10/17/2017,,,26,11,2,,,,,,,,,3,20
10/19/2017,,,18,7,11,,,,,,,,,3,20
10/21/2017,,,6,9,17,1,,,,,,,,3,20
10/23/2017,,,6,5,8,12,,,,,,,,3,20
10/25/2017,,,3,2,8,15,,,,,,,,3,20
10/27/2017,,,,4,7,17,,,,,,,,3,20
10/29/2017,,,,,5,18,1,2,,,,,,3,20
10/31/2017,,,,1,2,15,,5,1,,,,,3,20
11/2/2017,,,,,1,12,,8,,2,,,,3,20
11/4/2017,,,,,,9,2,7,,,,,,3,20
11/6/2017,,,,,,5,4,6,,4,,4,"17,27,138,46",3,20
11/8/2017,,,,,,4,3,2,1,4,,,,3,20
11/10/2017,,,,,,2,4,,2,2,,5,"30,41,9,15,74",3,20
11/12/2017,,,,,,,4,1,1,,,,,3,20
11/14/2017,,,,,,,3,1,1,,,,,3,20
11/16/2017,157,,,,,1,2,1,1,,,,,3,20
11/18/2017,163,,,,,1,2,1,,,,,,3,20
11/20/2017,182,7,,,,1,2,,,1,,,,3,20
11/22/2017,44,84,5,,,1,,,2,,,,,3,20
11/24/2017,4,33,47,,,1,,,,,,,,3,20
11/26/2017,1,20,54,,,,,1,,,,,,3,20
11/28/2017,,8,53,,,,,1,,,,,,3,20
11/30/2017,,3,43,11,,,,1,,,,,,3,20
12/2/2017,,,34,9,5,,,1,,,,,,3,20
12/4/2017,,,22,16,6,,,,,1,,,,3,20
12/6/2017,,,5,19,15,,,,,,,,,3,20
12/8/2017,,,4,16,11,2,,,,,,,,3,20
12/10/2017,,,,9,14,6,,,,,,,,3,20
12/12/2017,,,,3,12,14,,,,,,,,3,20
12/14/2017,,,,3,9,16,,,,,,,,3,20
12/16/2017,,,,2,6,18,,,,,,,,3,20
12/18/2017,,,,1,3,19,2,1,,,,,,3,20
12/20/2017,,,,1,,17,2,3,,,,,,3,20
12/22/2017,,,,,,10,7,4,,,,2,"13,26",3,20
12/24/2017,,,,,,7,7,3,3,2,,6,"30,17,126,79,138,81",3,20
12/26/2017,,,,,,5,6,4,2,,,4,"82,50,29,37",3,20
12/28/2017,,,,,,1,7,3,2,2,,,,3,20
12/30/2017,11,,,,,,5,2,3,1,,3,"76,54,108",3,20
1/1/2018,25,,,,,,2,2,3,,,1,35,3,20
1/3/2018,96,,1,,,,,1,2,1,,,,3,20
1/5/2018,126,13,1,,,,,,,1,,,,3,20
1/7/2018,53,36,8,,,,,,,,,,,3,20
1/9/2018,27,29,15,1,,,,,,,,,,3,20
1/11/2018,18,20,23,1,,,,,,,,,,3,20
1/13/2018,6,6,32,,1,,,,,,,,,3,20
1/15/2018,2,3,27,,1,,,,,,,,,3,20
1/17/2018,3,2,23,4,,1,,,,,,,,3,20
1/19/2018,,,13,14,1,,,,,,,,,3,20
1/21/2018,,,7,13,5,1,,,,,,,,3,20
1/23/2018,,,4,13,7,1,,,,,,,,3,20
3/18/2016,20,,,,,,,,,,20,,,1,22
3/20/2016,40,,,,,,,,,,20,,,1,22
3/22/2016,15,13,,,,,,,,,20,,,1,22
3/24/2016,20,8,14,,,,,,,,20,,,1,22
3/26/2016,35,18,16,,,,,,,,20,,,1,22
3/28/2016,55,18,15,6,,,,,,,20,,,1,22
3/30/2016,63,18,15,13,,,,,,,20,,,1,22
4/1/2016,68,16,17,10,9,,,,,,20,,,1,22
4/3/2016,51,16,18,13,6,3,,,,,20,,,1,22
4/5/2016,65,26,27,4,10,8,,,,,20,,,1,22
4/7/2016,63,24,21,9,4,12,,,,,20,,,1,22
4/9/2016,71,22,24,7,3,14,,,,,20,,,1,22
4/11/2016,75,20,25,9,6,16,,1,,,20,,,1,22
4/13/2016,57,31,22,10,8,11,4,1,,,20,1,83,1,22
4/15/2016,53,24,29,8,10,9,3,6,,,20,,,1,22
4/17/2016,71,17,28,4,13,11,4,6,,,20,2,"124, 98",1,22
4/19/2016,81,15,27,6,9,10,4,6,1,1,20,3,"95, 113, 72",1,22
4/21/2016,79,13,24,5,12,11,3,5,2,2,20,,,1,22
4/23/2016,87,33,21,4,13,11,5,4,1,1,20,3,"132, 114, 75",1,22
4/25/2016,101,29,33,5,11,13,4,4,1,2,20,3,"41, 75, 32",1,22
4/27/2016,98,23,45,6,13,14,3,4,1,1,20,4,"82, 66, 51, 99",1,22
4/29/2016,82,35,37,8,9,17,3,5,1,,20,3,"130, 104, 88",1,22
5/1/2016,90,35,38,4,9,15,4,5,,,,1,106,1,22
5/3/2016,83,24,51,4,6,17,5,5,2,1,,9,"76, 44, 51, 138, 71, 55, 48, 129, 113",1,22
5/5/2016,70,20,40,15,7,14,9,5,,,,2,"67, 80",1,22
5/7/2016,60,29,39,17,6,15,6,3,4,2,,4,"152, 141, 148, 210",1,22
5/9/2016,131,25,43,10,7,13,8,2,2,1,,3,"225, 56, 79",1,22
5/11/2016,147,20,39,11,6,11,6,2,4,2,,3,"118, 63, 45",1,22
5/13/2016,84,27,34,11,12,10,4,1,2,3,,5,"142, 110, 151, 53, 47",1,22
5/15/2016,61,31,43,13,10,11,4,,,1,,,,1,22
5/17/2016,66,32,29,16,9,14,3,1,1,,,,,1,22
5/19/2016,33,29,37,12,8,18,4,1,1,,,3,"42, 30, 25",1,22
5/21/2016,40,34,36,11,7,18,3,,2,,,,,1,22
5/23/2016,93,24,36,7,4,18,4,2,2,,,,,1,22
5/25/2016,15,52,34,2,10,13,6,3,,,,3,"57, 64, 188",1,22
5/27/2016,2,31,39,9,8,12,6,4,2,2,,5,"61, 245, 97, 53, 211",1,22
5/29/2016,,9,44,12,9,11,2,6,4,,,1,84,1,22
5/31/2016,,3,41,6,12,9,3,8,1,2,,3,"97, 45, 118",1,22
6/2/2016,50,,39,6,6,,2,4,1,4,,3,"84, 66, 58",1,22
6/4/2016,135,,11,25,9,14,1,5,2,1,,,,1,22
6/6/2016,87,10,6,19,13,14,2,3,,2,,3,"97, 86, 89",1,22
6/8/2016,20,35,5,10,17,12,4,2,,1,,4,"57, 115, 120, 147",1,22
6/10/2016,81,27,15,11,10,15,4,4,1,1,,3,"135, 74, 94",1,22
6/12/2016,76,24,27,3,1,20,4,5,3,1,,,,1,22
6/14/2016,82,25,24,4,2,19,4,5,,1,,1,56,1,22
6/16/2016,155,40,18,4,2,17,1,5,3,2,,2,"48, 85",1,22
6/18/2016,116,30,31,9,3,16,2,4,,1,,,,1,22
6/20/2016,44,53,42,9,5,7,5,2,3,2,,1,64,1,22
6/22/2016,8,29,44,7,6,3,6,3,2,1,,5,"48, 51, 239, 210, 63",1,22
6/24/2016,5,21,46,3,10,4,6,3,,,,2,"71, 54",1,22
6/26/2016,,12,39,12,7,7,1,3,5,,,2,"53, 164",1,22
6/28/2016,,4,36,13,9,9,,2,1,1,,,,1,22
6/30/2016,115,3,27,12,8,10,1,1,,2,,,,1,22
7/2/2016,80,,17,16,12,12,2,2,,,,,,1,22
7/4/2016,41,17,12,13,8,11,3,2,1,1,,2,"38, 76",1,22
7/6/2016,52,37,5,12,10,11,5,1,,,,2,"78, 54",1,22
7/8/2016,6,44,15,6,8,19,4,,2,1,,3,"224, 57, 83",1,22
7/10/2016,,18,27,3,9,17,5,3,,,,3,"97, 88, 85",1,22
7/12/2016,27,5,29,,6,17,4,4,3,1,,,,1,22
7/14/2016,62,10,31,4,4,15,4,4,1,,,3,"43, 24, 61",1,22
7/16/2016,70,19,14,16,4,9,3,6,1,3,,,,1,22
7/18/2016,80,32,8,16,11,9,3,6,,,,,,1,22
7/20/2016,61,23,15,12,11,1,7,6,1,3,,5,"43, 75, 128, 156, 32",1,22
7/22/2016,29,29,16,8,13,1,5,4,2,1,,5,"173, 146, 88, 79, 126, 105, 119",1,22
7/24/2016,57,25,23,11,5,8,2,1,3,2,,2,"44, 28",1,22
7/26/2016,52,22,20,14,4,12,1,,1,1,,,,1,22
7/28/2016,202,20,25,15,4,9,1,,1,,,,,1,22
7/30/2016,297,23,20,12,6,9,3,,,,,,,1,22
8/1/2016,166,45,12,17,5,6,3,1,2,,,,,1,22
8/3/2016,48,90,18,9,7,5,5,2,,,,3,"247, 73, 164",1,22
8/5/2016,6,80,25,8,5,,,,,,,,,1,22
8/7/2016,,26,66,12,4,13,1,1,2,,,,,1,22
8/9/2016,63,2,15,57,8,13,1,2,1,,,,,1,22
8/11/2016,40,,28,24,4,13,3,2,1,1,,,,1,22
8/13/2016,6,12,15,18,14,8,3,3,3,1,,4,"48, 156, 127, 233",1,22
8/15/2016,,14,9,19,16,10,2,3,1,2,,,,1,22
8/17/2016,,5,14,13,7,17,1,5,1,1,,,,1,22
8/19/2016,,,16,6,7,21,,3,1,3,,,,1,22
8/21/2016,80,,10,6,2,27,1,4,,,,1,105,1,22
8/23/2016,46,19,3,11,3,20,5,5,,1,,3,"33, 38, 47",1,22
8/25/2016,9,38,3,7,5,13,9,5,,2,,7,"54, 148, 88, 175, 71, 96, 108",1,22
8/27/2016,2,12,23,6,4,7,5,8,6,1,,8,"71, 64, 38, 40, 86, 89, 57, 81",1,22
8/29/2016,,,25,1,2,2,3,7,2,4,,5,"32, 64, 53, 79, 85",1,22
8/31/2016,,,20,3,2,3,2,4,1,3,,,,1,22
9/2/2016,145,,6,10,3,4,,,,,,,,1,22
9/4/2016,130,,2,8,7,4,,,,,,,,1,22
9/6/2016,55,63,1,4,10,1,3,,,,,,,1,22
9/8/2016,14,77,,,7,5,2,,1,,,,,1,22
9/10/2016,3,57,16,,3,6,2,,1,,,,,1,22
9/12/2016,,10,52,1,,8,2,,,,,,,1,22
9/14/2016,,,38,15,,4,1,3,2,,,,,1,22
9/16/2016,,,19,21,5,3,,4,1,,,,,1,22
9/18/2016,,,6,25,10,2,2,4,,,,,,1,22
9/20/2016,,,2,19,13,5,1,3,1,1,,,,1,22
9/22/2016,,,1,9,10,17,,1,1,2,,,,1,22
9/24/2016,,,,4,5,27,,1,,,,,,1,22
9/26/2016,,,,,3,32,,,,1,,,,1,22
9/28/2016,,,,,3,25,4,2,,,,1,55,1,22
9/30/2016,,,,,1,15,9,5,1,,,8,"57, 94, 75, 173, 118, 124, 109, 155",1,22
10/2/2016,,,,,,7,14,6,,,,19,"48, 56, 107, 63, 55, 41, 144, 73, 62, 77, 157, 77, 86, 33, 45, 74, 88, 40, 79",1,22
10/4/2016,,,,,,3,6,6,10,2,,14,"60, 85, 94, 43, 127, 63, 58, 77, 51, 64, 84, 72, 56, 58",1,22
10/6/2016,,,,,,1,5,3,2,3,,6,"64, 78, 115, 54, 136, 71",1,22
10/8/2016,15,,,,,1,4,2,1,1,,,,1,22
10/10/2016,524,2,,,,,1,,3,2,,3,"75, 134, 61",1,22
10/12/2016,689,33,1,,,,,,1,,,,,1,22
10/14/2016,457,103,1,,,,,,,,,,,1,22
10/16/2016,135,173,26,1,,,,,,,,,,1,22
10/18/2016,68,131,65,1,,,,,,,,,,1,22
10/20/2016,23,57,107,3,1,,,,,,,,,1,22
10/22/2016,2,46,93,17,1,,,,,,,,,1,22
10/24/2016,,18,80,27,4,,,,,,,,,1,22
10/26/2016,,,50,42,10,,,,,,,,,1,22
10/28/2016,,,32,42,14,3,,,,,,,,1,22
10/30/2016,,,18,31,25,11,,,,,,,,1,22
11/1/2016,,,8,18,28,20,,,,,,,,1,22
11/3/2016,,,,17,19,30,,,,,,,,1,22
11/5/2016,,,,9,15,33,1,1,,,,,,1,22
11/7/2016,,,,2,15,30,4,2,,,,,,1,22
11/9/2016,,,,2,8,25,9,4,,,,5,"135, 66, 107, 89, 94",1,22
11/11/2016,,,,1,3,24,10,7,1,1,,5,"174, 86, 77, 68, 88",1,22
11/13/2016,,,,1,2,13,12,8,3,1,,5,"113, 184, 95, 232, 163",1,22
11/15/2016,,,,1,2,10,10,8,3,2,,6,"136, 167, 224, 98, 88, 105",1,22
11/17/2016,144,,,,3,6,10,6,4,3,,5,"36, 94, 58, 75, 42",1,22
11/19/2016,281,6,,,1,5,10,2,2,5,,6,"56, 78, 124, 113, 101, 77",1,22
11/21/2016,323,19,,,1,2,5,4,6,,,5,"47, 168, 125, 193, 98",1,22
11/23/2016,305,43,4,,1,2,3,3,2,1,,5,"78, 91, 56, 50, 234",1,22
11/25/2016,164,86,6,,1,2,2,2,1,1,,1,43,1,22
11/27/2016,118,63,59,,,,2,3,1,,,,,1,22
11/29/2016,67,43,68,2,,,1,1,1,2,,,,1,22
12/1/2016,47,30,74,2,2,,1,1,,,,,,1,22
12/3/2016,15,12,75,8,1,,,1,1,,,,,1,22
12/5/2016,7,8,47,15,9,2,,,,1,,,,1,22
12/7/2016,2,10,32,27,4,4,,,,,,,,1,22
12/9/2016,,3,16,24,17,4,,,,,,,,1,22
12/11/2016,,1,10,14,17,12,,,,,,,,1,22
12/13/2016,,,6,11,17,17,,1,,,,,,1,22
12/15/2016,,,5,10,12,18,2,1,,,,,,1,22
12/17/2016,,,2,4,9,28,2,1,,,,2,"135, 127",1,22
12/19/2016,,,1,4,7,23,3,3,1,,,2,"88, 40",1,22
12/21/2016,,,,2,3,19,4,8,1,,,2,"246, 107",1,22
12/23/2016,,,,,3,15,4,11,1,,,4,"188, 40, 32, 74",1,22
12/25/2016,1,,,,1,15,5,10,,1,,2,"89, 156",1,22
12/27/2016,110,5,,,1,9,4,9,3,4,,5,"43, 125, 77, 70, 136",1,22
12/29/2016,118,17,5,,,5,5,4,1,8,,3,"91, 74, 38",1,22
12/31/2016,97,26,7,,,2,4,3,2,2,,2,"88,52",1,22
1/2/2017,33,31,23,,,1,2,2,2,1,,5,"59, 88, 63, 121, 36",1,22
1/4/2017,27,24,33,,,,1,1,1,1,,2,"55, 29",1,22
1/6/2017,36,9,42,2,,,,,1,1,,,,1,22
1/8/2017,15,8,29,9,,,,,,,,,,1,22
1/10/2017,21,8,22,12,3,1,,,,,,,,1,22
1/12/2017,54,7,11,15,6,2,,,,,,,,1,22
1/14/2017,21,2,7,16,7,5,,,,,,,,1,22
1/16/2017,9,15,5,6,12,8,,,,,,,,1,22
1/18/2017,,10,10,1,7,18,,,,,,,,1,22
1/20/2017,,3,17,1,2,20,,2,,,,,,1,22
1/22/2017,,1,13,3,1,19,2,2,,,,,,1,22
1/24/2017,,,9,4,,19,2,3,,,,3,"28,99,83",1,22
1/26/2017,,,5,7,1,8,10,4,,2,,4,"43,28,55,39",1,22
1/28/2017,,,,4,5,6,13,3,,1,,7,"52,56,47,29,45,73,248",1,22
1/30/2017,,,,1,6,4,10,3,3,1,,9,"120,47,78,269,55,282,66,73,91",1,22
2/1/2017,33,,,,4,6,4,3,6,1,,1,46,1,22
2/3/2017,39,,,,,10,3,2,1,1,,1,55,1,22
2/5/2017,144,23,,,,6,1,1,3,1,,,,1,22
2/7/2017,249,24,2,,,6,1,,,,,,,1,22
2/9/2017,152,29,18,,,4,,,,1,,,,1,22
2/11/2017,48,90,34,,,1,2,1,1,,,,,1,22
2/13/2017,6,36,44,3,,1,2,1,,,,2,"29,74",1,22
2/15/2017,3,17,53,3,3,1,2,1,,,,4,"48,33,44,176",1,22
2/17/2017,,18,32,7,3,1,2,1,,,,,,1,22
2/19/2017,,8,23,9,5,,2,,,1,,,,1,22
